,img_no,img_path,eyes_score,hair_color_score,hair_length_score,mouth_score,pose_score
139,255,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000255.jpg,0.7911,2.2854,-1.3853,-0.9132,0.688
140,257,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000257.jpg,0.7911,1.165,-1.0543,-1.1024,0.3567
141,262,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000262.jpg,-0.2795,0.1495,0.1704,-1.2915,0.2602
142,263,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000263.jpg,-0.2795,-0.5843,-0.1937,-0.8186,-0.0385
143,264,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000264.jpg,1.8617,1.1978,-0.7675,0.9786,-0.6913
144,265,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000265.jpg,1.148,-0.2371,-0.0062,-0.6294,-1.4389
145,267,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000267.jpg,1.148,0.8243,1.0089,-0.6294,0.3005
146,274,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000274.jpg,-0.9932,1.0668,-0.5799,1.3569,-0.0567
147,275,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000275.jpg,-1.3501,1.0602,-0.7454,-0.8186,-0.3826
148,276,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000276.jpg,0.7911,-1.5999,-0.1496,-1.0078,-0.6073
149,277,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000277.jpg,0.4343,1.1519,-1.937,-1.0078,-1.6643
150,280,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000280.jpg,1.148,2.7899,-0.5137,-0.8186,2.6979
151,281,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000281.jpg,2.2186,-0.853,0.5234,-0.724,-0.3813
152,282,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000282.jpg,1.148,-1.1478,1.0089,-0.9132,3.5636
153,283,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000283.jpg,-0.6363,0.7326,0.6227,0.411,-0.7916
154,284,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000284.jpg,-0.9932,0.9685,0.6448,-0.724,-0.0946
155,285,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000285.jpg,-0.2795,0.5688,0.7662,0.3164,-1.1294
156,287,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000287.jpg,0.0774,0.1626,0.7331,-0.3457,0.304
157,288,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000288.jpg,1.148,-0.3354,-2.0473,-0.9132,0.0247
158,289,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000289.jpg,-1.7069,1.0733,0.5896,0.884,0.5585
159,294,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000294.jpg,-0.6363,0.3788,0.9648,0.7894,0.7029
160,295,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000295.jpg,0.4343,-1.0036,0.5234,2.1136,-0.222
161,296,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000296.jpg,-1.7069,-0.2895,1.6157,0.6002,0.6789
162,297,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000297.jpg,0.7911,-0.3714,0.1593,0.0327,-1.5299
163,298,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000298.jpg,-0.6363,0.7654,-0.5137,-0.3457,0.3881
164,300,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000300.jpg,-0.2795,-0.3419,0.722,-0.1565,-0.6591
165,301,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000301.jpg,1.148,-0.6564,-0.0834,0.7894,-1.2583
166,302,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000302.jpg,0.7911,-1.4099,-0.1055,0.3164,2.2659
167,303,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000303.jpg,-0.2795,2.0823,-0.0613,-0.724,0.6506
168,310,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000310.jpg,-0.9932,-0.9054,-0.3041,-1.0078,1.5801
169,311,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000311.jpg,0.4343,-0.4729,-0.0613,-0.8186,-1.4497
170,313,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000313.jpg,1.148,0.8833,0.7441,0.3164,-0.4499
171,315,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000315.jpg,-0.6363,-0.6629,-0.0503,0.9786,-0.6245
172,318,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000318.jpg,-0.6363,-0.8726,0.4793,-0.3457,-0.4394
173,322,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000322.jpg,-0.9932,0.156,-0.8778,0.2219,-0.8637
174,323,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000323.jpg,1.148,1.9447,-3.5479,-0.724,-1.0276
175,324,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000324.jpg,0.4343,-0.2633,-0.3151,-0.724,0.322
176,326,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000326.jpg,-0.6363,1.2568,0.2586,0.0327,-0.349
177,328,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000328.jpg,0.7911,-0.7416,-1.3853,1.1677,0.5501
178,329,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000329.jpg,0.0774,0.3067,-1.2971,-1.0078,1.6204
179,330,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000330.jpg,0.4343,-0.3157,0.1483,-0.724,-1.7353
180,332,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000332.jpg,0.7911,-1.1674,0.8434,-0.9132,0.3784
181,333,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000333.jpg,-1.3501,-0.8857,0.0049,1.2623,-0.9413
182,335,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000335.jpg,0.4343,-0.8464,1.2296,-1.1024,-0.0304
183,336,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000336.jpg,0.4343,-1.0823,-0.2599,0.7894,0.3153
184,337,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000337.jpg,-0.2795,-0.5188,-0.3261,0.9786,0.4748
185,338,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000338.jpg,0.7911,-0.0929,0.8875,-0.0619,-0.4367
186,339,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000339.jpg,-0.2795,-0.7219,0.5676,1.2623,-0.482
187,341,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000341.jpg,2.5755,1.8071,0.3028,0.9786,3.7058
188,345,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000345.jpg,-0.9932,0.0512,0.9096,-1.197,-0.2638
189,346,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000346.jpg,-0.6363,0.3002,0.9537,-0.2511,-0.6534
190,347,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000347.jpg,-0.2795,-0.8398,-0.1827,-0.9132,-0.2177
191,349,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000349.jpg,-0.9932,-0.7809,0.2917,1.1677,-0.673
192,350,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000350.jpg,0.0774,0.2936,1.0089,-0.9132,-1.1142
193,351,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000351.jpg,0.4343,0.0578,0.4021,-0.2511,-0.3914
194,352,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000352.jpg,1.5049,-0.7481,-1.8046,-0.724,0.8344
195,353,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000353.jpg,-0.2795,0.2347,-0.5909,0.1273,1.2221
196,355,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000355.jpg,1.148,0.5688,-1.3412,-1.0078,-2.1333
197,359,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000359.jpg,-0.2795,0.0643,0.7772,-1.1024,0.5634
198,360,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000360.jpg,-0.2795,-0.9185,-0.2489,-0.3457,1.2112
199,362,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000362.jpg,0.7911,1.1323,0.049,-0.9132,-0.5567
200,365,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000365.jpg,-0.2795,-0.8792,0.7,0.6002,0.2804
201,366,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000366.jpg,0.4343,-0.7219,0.9427,1.1677,-1.042
202,367,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000367.jpg,0.4343,0.5492,-0.6461,-1.0078,-0.6463
203,368,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000368.jpg,0.4343,-0.106,0.8103,1.0731,-1.5531
204,370,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000370.jpg,0.7911,-0.6695,-0.7123,-0.4403,-0.4088
205,371,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000371.jpg,-1.7069,-0.0143,0.9317,0.6948,-0.8635
206,373,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000373.jpg,0.4343,0.1298,-0.1717,-1.0078,-0.1997
207,374,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000374.jpg,-0.2795,0.464,0.6227,1.0731,2.1037
208,376,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000376.jpg,-0.6363,0.1364,-1.7605,-0.9132,0.3746
209,377,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000377.jpg,0.4343,-0.7809,-0.2268,0.411,-1.106
210,378,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000378.jpg,0.0774,0.6933,0.5345,-0.5348,-0.4481
211,380,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000380.jpg,2.5755,0.8571,0.6227,-0.8186,0.8362
212,381,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000381.jpg,-0.2795,1.3092,-1.4295,-0.8186,0.15
213,382,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000382.jpg,0.4343,-0.0209,1.3289,0.0327,-1.2147
214,385,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000385.jpg,0.4343,-0.8726,0.6338,-0.6294,-0.2481
215,391,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000391.jpg,-0.6363,-1.5737,0.3469,0.5056,-0.6807
216,394,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000394.jpg,1.148,-0.6498,-1.4736,2.3974,-0.8919
217,397,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000397.jpg,0.0774,-1.0102,-0.2489,0.1273,0.5531
218,399,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000399.jpg,-0.9932,0.6343,-0.6792,1.3569,-0.6302
219,400,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000400.jpg,0.0774,1.093,0.722,-0.9132,-1.0047
220,401,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000401.jpg,-0.9932,0.0578,0.4903,0.6948,-0.7811
221,402,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000402.jpg,0.4343,1.4206,0.9317,-1.0078,-0.9256
222,410,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000410.jpg,0.7911,-0.9971,0.6669,-0.4403,0.4251
223,411,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000411.jpg,-1.3501,-0.925,1.042,1.0731,0.1404
224,412,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000412.jpg,-0.2795,-0.8071,-0.6571,-1.2915,-0.1073
225,415,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000415.jpg,-0.6363,-1.0692,-0.7123,1.4515,0.5139
226,417,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000417.jpg,0.0774,-1.1478,-2.3121,0.6948,0.4817
227,418,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000418.jpg,0.7911,-1.4361,0.2035,-0.5348,0.6708
228,419,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000419.jpg,-2.0638,1.3026,0.2035,0.7894,-0.3728
229,420,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000420.jpg,1.5049,-1.1412,0.5786,-0.724,-0.9108
230,422,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000422.jpg,0.0774,-1.3378,0.38,-0.6294,0.0955
231,424,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000424.jpg,-0.6363,-0.9054,-2.7314,-1.2915,1.0554
232,425,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000425.jpg,0.0774,-0.4205,-0.7454,-1.197,1.2587
233,426,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000426.jpg,0.4343,0.7916,0.6779,-0.1565,0.9075
234,429,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000429.jpg,0.4343,-0.4467,0.8103,-0.9132,1.1276
235,432,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000432.jpg,0.4343,0.6474,-1.275,-1.1024,-1.3682
236,436,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000436.jpg,0.4343,0.5557,-0.8337,0.2219,-1.1105
237,437,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000437.jpg,0.0774,0.1626,0.4021,-0.9132,0.208
238,439,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000439.jpg,0.4343,0.5295,0.8765,-0.2511,1.4069
239,440,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000440.jpg,0.0774,-0.106,-2.1356,-1.197,-0.1646
240,442,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000442.jpg,0.7911,0.5426,0.5234,-1.197,-0.9011
241,444,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000444.jpg,-0.2795,1.0799,0.6448,0.5056,-0.5353
242,447,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000447.jpg,0.4343,0.3067,0.4683,0.5056,-0.2036
243,448,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000448.jpg,0.7911,-0.5647,-0.4034,-1.1024,0.2684
244,450,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000450.jpg,-1.3501,-0.7809,0.9648,1.4515,-0.2243
245,451,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000451.jpg,0.4343,-0.9774,-1.4736,-0.6294,1.3389
246,452,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000452.jpg,1.5049,0.5098,0.7882,-0.2511,-0.1782
247,455,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000455.jpg,0.0774,-1.1871,0.4131,0.411,-0.3529
248,458,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000458.jpg,0.4343,2.5802,-0.5358,-1.197,0.6925
249,460,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000460.jpg,-0.2795,1.735,0.6338,0.9786,-0.6913
250,461,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000461.jpg,-2.0638,0.405,0.2366,0.6948,0.9066
251,462,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000462.jpg,-0.6363,0.0316,0.7,1.3569,-1.3521
252,463,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000463.jpg,-0.9932,-1.0823,-1.5619,-1.0078,0.7712
253,464,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000464.jpg,-0.9932,0.654,-0.3923,0.3164,0.4701
254,466,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000466.jpg,0.7911,-0.9971,-0.0503,-0.724,-1.0201
255,467,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000467.jpg,0.4343,1.8792,0.5124,-1.1024,0.6078
256,468,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000468.jpg,-0.6363,-0.4598,-0.2599,0.411,0.1605
257,471,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000471.jpg,-0.6363,1.4795,0.6889,-0.6294,0.4978
258,472,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000472.jpg,1.8617,2.744,1.3178,-0.1565,2.9533
259,473,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/000473.jpg,1.8617,0.4443,-0.8778,-1.1024,-1.4397
