input_part,output_answer,similarity
"인공지능, 머신러닝, 딥러닝 차이 -> 아 이거 잘 모르겠는데",머신러닝,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 아 이거 잘 모르겠는데",면접 시작 인사,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 아 이거 잘 모르겠는데",상세 경험,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 아 이거 잘 모르겠는데",수식,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 아 이거 잘 모르겠는데",용어 질문,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 아 이거 잘 모르겠는데",인공지능,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 아 이거 잘 모르겠는데",잠시 휴식,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 아 이거 잘 모르겠는데",좋아하는 아이돌,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 아 이거 잘 모르겠는데",핵심 아이디어,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 아 이거 잘 모르겠는데",확률 예측에서 MSE Loss 미 사용 이유,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 다른 거 물어봐 봐",BCE 가 좋은 task,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 다른 거 물어봐 봐",BCE 가 좋은 이유,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 다른 거 물어봐 봐",LLM Fine-Tuning 의 PEFT,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 다른 거 물어봐 봐",LoRA,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 다른 거 물어봐 봐",LoRA 와 QLoRA 의 차이,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 다른 거 물어봐 봐",Loss Function 예시,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 다른 거 물어봐 봐",Loss Function 정의,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 다른 거 물어봐 봐",MBTI,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 다른 거 물어봐 봐",MSE Loss 설명,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 다른 거 물어봐 봐",MSE Loss 용도,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 다른 거 물어봐 봐",Multi-Label 에서 CE + Softmax 적용 문제점,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 다른 거 물어봐 봐",PEFT 방법 5가지,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 다른 거 물어봐 봐",거대 언어 모델 정의,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 다른 거 물어봐 봐",기본 경험,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 다른 거 물어봐 봐",답변 실패,1.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 다른 거 물어봐 봐",딥러닝,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 다른 거 물어봐 봐",마지막 할 말,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 다른 거 물어봐 봐",머신러닝,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 다른 거 물어봐 봐",면접 시작 인사,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 다른 거 물어봐 봐",상세 경험,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 다른 거 물어봐 봐",수식,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 다른 거 물어봐 봐",용어 질문,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 다른 거 물어봐 봐",인공지능,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 다른 거 물어봐 봐",잠시 휴식,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 다른 거 물어봐 봐",좋아하는 아이돌,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 다른 거 물어봐 봐",핵심 아이디어,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 다른 거 물어봐 봐",확률 예측에서 MSE Loss 미 사용 이유,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 뭐지",BCE 가 좋은 task,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 뭐지",BCE 가 좋은 이유,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 뭐지",LLM Fine-Tuning 의 PEFT,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 뭐지",LoRA,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 뭐지",LoRA 와 QLoRA 의 차이,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 뭐지",Loss Function 예시,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 뭐지",Loss Function 정의,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 뭐지",MBTI,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 뭐지",MSE Loss 설명,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 뭐지",MSE Loss 용도,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 뭐지",Multi-Label 에서 CE + Softmax 적용 문제점,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 뭐지",PEFT 방법 5가지,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 뭐지",거대 언어 모델 정의,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 뭐지",기본 경험,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 뭐지",답변 실패,1.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 뭐지",딥러닝,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 뭐지",마지막 할 말,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 뭐지",머신러닝,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 뭐지",면접 시작 인사,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 뭐지",상세 경험,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 뭐지",수식,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 뭐지",용어 질문,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 뭐지",인공지능,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 뭐지",잠시 휴식,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 뭐지",좋아하는 아이돌,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 뭐지",핵심 아이디어,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 진짜 모르겠다 뭐지",확률 예측에서 MSE Loss 미 사용 이유,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능은 사람의 지능을 기계가 흉내낸 거고",BCE 가 좋은 task,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능은 사람의 지능을 기계가 흉내낸 거고",BCE 가 좋은 이유,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능은 사람의 지능을 기계가 흉내낸 거고",LLM Fine-Tuning 의 PEFT,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능은 사람의 지능을 기계가 흉내낸 거고",LoRA,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능은 사람의 지능을 기계가 흉내낸 거고",LoRA 와 QLoRA 의 차이,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능은 사람의 지능을 기계가 흉내낸 거고",Loss Function 예시,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능은 사람의 지능을 기계가 흉내낸 거고",Loss Function 정의,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능은 사람의 지능을 기계가 흉내낸 거고",MBTI,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능은 사람의 지능을 기계가 흉내낸 거고",MSE Loss 설명,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능은 사람의 지능을 기계가 흉내낸 거고",MSE Loss 용도,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능은 사람의 지능을 기계가 흉내낸 거고",Multi-Label 에서 CE + Softmax 적용 문제점,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능은 사람의 지능을 기계가 흉내낸 거고",PEFT 방법 5가지,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능은 사람의 지능을 기계가 흉내낸 거고",거대 언어 모델 정의,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능은 사람의 지능을 기계가 흉내낸 거고",기본 경험,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능은 사람의 지능을 기계가 흉내낸 거고",답변 실패,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능은 사람의 지능을 기계가 흉내낸 거고",딥러닝,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능은 사람의 지능을 기계가 흉내낸 거고",마지막 할 말,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능은 사람의 지능을 기계가 흉내낸 거고",머신러닝,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능은 사람의 지능을 기계가 흉내낸 거고",면접 시작 인사,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능은 사람의 지능을 기계가 흉내낸 거고",상세 경험,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능은 사람의 지능을 기계가 흉내낸 거고",수식,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능은 사람의 지능을 기계가 흉내낸 거고",용어 질문,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능은 사람의 지능을 기계가 흉내낸 거고",인공지능,1.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능은 사람의 지능을 기계가 흉내낸 거고",잠시 휴식,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능은 사람의 지능을 기계가 흉내낸 거고",좋아하는 아이돌,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능은 사람의 지능을 기계가 흉내낸 거고",핵심 아이디어,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 인공지능은 사람의 지능을 기계가 흉내낸 거고",확률 예측에서 MSE Loss 미 사용 이유,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 기계가 데이터 학습해서 패턴 찾아내는 거 아니야?",BCE 가 좋은 task,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 기계가 데이터 학습해서 패턴 찾아내는 거 아니야?",BCE 가 좋은 이유,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 기계가 데이터 학습해서 패턴 찾아내는 거 아니야?",LLM Fine-Tuning 의 PEFT,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 기계가 데이터 학습해서 패턴 찾아내는 거 아니야?",LoRA,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 기계가 데이터 학습해서 패턴 찾아내는 거 아니야?",LoRA 와 QLoRA 의 차이,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 기계가 데이터 학습해서 패턴 찾아내는 거 아니야?",Loss Function 예시,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 기계가 데이터 학습해서 패턴 찾아내는 거 아니야?",Loss Function 정의,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 기계가 데이터 학습해서 패턴 찾아내는 거 아니야?",MBTI,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 기계가 데이터 학습해서 패턴 찾아내는 거 아니야?",MSE Loss 설명,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 기계가 데이터 학습해서 패턴 찾아내는 거 아니야?",MSE Loss 용도,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 기계가 데이터 학습해서 패턴 찾아내는 거 아니야?",Multi-Label 에서 CE + Softmax 적용 문제점,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 기계가 데이터 학습해서 패턴 찾아내는 거 아니야?",PEFT 방법 5가지,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 기계가 데이터 학습해서 패턴 찾아내는 거 아니야?",거대 언어 모델 정의,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 기계가 데이터 학습해서 패턴 찾아내는 거 아니야?",기본 경험,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 기계가 데이터 학습해서 패턴 찾아내는 거 아니야?",답변 실패,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 기계가 데이터 학습해서 패턴 찾아내는 거 아니야?",딥러닝,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 기계가 데이터 학습해서 패턴 찾아내는 거 아니야?",마지막 할 말,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 기계가 데이터 학습해서 패턴 찾아내는 거 아니야?",머신러닝,1.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 기계가 데이터 학습해서 패턴 찾아내는 거 아니야?",면접 시작 인사,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 기계가 데이터 학습해서 패턴 찾아내는 거 아니야?",상세 경험,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 기계가 데이터 학습해서 패턴 찾아내는 거 아니야?",수식,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 기계가 데이터 학습해서 패턴 찾아내는 거 아니야?",용어 질문,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 기계가 데이터 학습해서 패턴 찾아내는 거 아니야?",인공지능,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 기계가 데이터 학습해서 패턴 찾아내는 거 아니야?",잠시 휴식,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 기계가 데이터 학습해서 패턴 찾아내는 거 아니야?",좋아하는 아이돌,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 기계가 데이터 학습해서 패턴 찾아내는 거 아니야?",핵심 아이디어,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 머신러닝은 기계가 데이터 학습해서 패턴 찾아내는 거 아니야?",확률 예측에서 MSE Loss 미 사용 이유,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 딥러닝은 인공신경망으로 머신러닝 하는 거 맞지?",BCE 가 좋은 task,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 딥러닝은 인공신경망으로 머신러닝 하는 거 맞지?",BCE 가 좋은 이유,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 딥러닝은 인공신경망으로 머신러닝 하는 거 맞지?",LLM Fine-Tuning 의 PEFT,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 딥러닝은 인공신경망으로 머신러닝 하는 거 맞지?",LoRA,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 딥러닝은 인공신경망으로 머신러닝 하는 거 맞지?",LoRA 와 QLoRA 의 차이,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 딥러닝은 인공신경망으로 머신러닝 하는 거 맞지?",Loss Function 예시,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 딥러닝은 인공신경망으로 머신러닝 하는 거 맞지?",Loss Function 정의,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 딥러닝은 인공신경망으로 머신러닝 하는 거 맞지?",MBTI,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 딥러닝은 인공신경망으로 머신러닝 하는 거 맞지?",MSE Loss 설명,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 딥러닝은 인공신경망으로 머신러닝 하는 거 맞지?",MSE Loss 용도,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 딥러닝은 인공신경망으로 머신러닝 하는 거 맞지?",Multi-Label 에서 CE + Softmax 적용 문제점,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 딥러닝은 인공신경망으로 머신러닝 하는 거 맞지?",PEFT 방법 5가지,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 딥러닝은 인공신경망으로 머신러닝 하는 거 맞지?",거대 언어 모델 정의,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 딥러닝은 인공신경망으로 머신러닝 하는 거 맞지?",기본 경험,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 딥러닝은 인공신경망으로 머신러닝 하는 거 맞지?",답변 실패,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 딥러닝은 인공신경망으로 머신러닝 하는 거 맞지?",딥러닝,1.0
"인공지능, 머신러닝, 딥러닝 차이 -> 딥러닝은 인공신경망으로 머신러닝 하는 거 맞지?",마지막 할 말,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 딥러닝은 인공신경망으로 머신러닝 하는 거 맞지?",머신러닝,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 딥러닝은 인공신경망으로 머신러닝 하는 거 맞지?",면접 시작 인사,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 딥러닝은 인공신경망으로 머신러닝 하는 거 맞지?",상세 경험,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 딥러닝은 인공신경망으로 머신러닝 하는 거 맞지?",수식,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 딥러닝은 인공신경망으로 머신러닝 하는 거 맞지?",용어 질문,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 딥러닝은 인공신경망으로 머신러닝 하는 거 맞지?",인공지능,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 딥러닝은 인공신경망으로 머신러닝 하는 거 맞지?",잠시 휴식,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 딥러닝은 인공신경망으로 머신러닝 하는 거 맞지?",좋아하는 아이돌,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 딥러닝은 인공신경망으로 머신러닝 하는 거 맞지?",핵심 아이디어,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 딥러닝은 인공신경망으로 머신러닝 하는 거 맞지?",확률 예측에서 MSE Loss 미 사용 이유,0.0
"인공지능, 머신러닝, 딥러닝 차이 -> 딥러닝은 그건데",BCE 가 좋은 task,0.0
